0.9782752	0.22987647	0.15228952
0.92460155	0.19622259	0.12248533
0.9767715	0.3412857	0.15705307
0.93190664	0.49761346	0.119505405
0.94517887	0.5068286	0.122471295
0.9684418	0.44032422	0.13790548
0.9766524	0.47403896	0.1896965
0.45727885	0.11462006	0.11290493
0.45956415	0.10708646	0.10497705
0.46182305	0.11080484	0.10363858
0.46107447	0.10986378	0.10686847
0.46626988	0.109249264	0.10788924
0.11116616	0.0809121	0.07076005
0.46701708	0.11553377	0.10183421
0.4632434	0.11454655	0.10468985
0.46688384	0.11240224	0.10189195
0.46108133	0.11629616	0.111585565
0.46423036	0.11169742	0.10881387
0.9639861	0.47254264	0.21439934
0.97855496	0.4221775	0.14797701
0.95128614	0.51383203	0.11724439
0.9449468	0.48917532	0.13281907
0.9786401	0.38513806	0.13611403
0.9738711	0.37656415	0.12981857
0.9714921	0.35239893	0.119679816
0.97435355	0.366611	0.13339788
0.9671727	0.35387945	0.16021079
0.9754305	0.34330156	0.1323445
0.9785455	0.35628468	0.12829116
0.9775841	0.3481605	0.18100174
0.9381428	0.48017704	0.14556985
0.9431246	0.52488095	0.12339616
0.97610503	0.43963224	0.15055986
0.604636	0.44461104	0.11904921
0.46534276	0.11248121	0.11038513
0.46190187	0.114001416	0.10602024
0.46262762	0.11062567	0.10592096
0.46530372	0.112491965	0.105151325
0.462323	0.1140459	0.10778079
0.4639831	0.11002897	0.10981079
0.4627279	0.10981336	0.109139875
0.4526244	0.11037815	0.099145316
0.10816195	0.09700371	0.07932071
0.98142743	0.1712684	0.12663713
0.97466564	0.14598796	0.114529885
0.979192	0.17714368	0.12839486
0.98223835	0.17563051	0.13084829
0.9816771	0.15915206	0.13290465
0.9677328	0.19783865	0.14926459
0.9200645	0.1644867	0.11451619
0.9446044	0.114563145	0.113029994
0.96090776	0.13863535	0.11576715
0.10350639	0.08955255	0.07818905
0.17864156	0.11024723	0.10079406
0.4581735	0.10698822	0.106090225
0.45568478	0.10665461	0.1062815
0.4633149	0.10915705	0.10805604
0.45437667	0.107548274	0.1056258
0.45985416	0.10738684	0.10545622
0.46109712	0.11254086	0.10873126
0.4575631	0.107223436	0.10718452
0.45522034	0.10952932	0.10782253
0.4584841	0.11067079	0.10769728
0.46091142	0.10847473	0.108117536
0.45048818	0.2828714	0.1503702
0.85379857	0.45420748	0.14883521
0.95339584	0.45540568	0.11370686
0.9655567	0.4461854	0.1175709
0.9652915	0.45322675	0.11711931
0.94954437	0.4549931	0.115992844
0.8635625	0.4531497	0.15301295
0.9399414	0.4427737	0.12978211
0.9664121	0.44398308	0.12530382
0.96587837	0.44731718	0.12527563
0.96769655	0.45187694	0.12932786
0.95058376	0.4513716	0.13002041
0.85446185	0.45149842	0.14931451
0.73693377	0.45270663	0.23165518
0.72299165	0.45606223	0.22993831
0.72276396	0.45040944	0.23249197
0.7196468	0.45555988	0.23291709
0.8578593	0.4521126	0.15094893
0.9359893	0.45649496	0.12823018
0.9509991	0.45229396	0.12806216
0.95080703	0.45351344	0.12866636
0.8823479	0.45464182	0.14970687
0.95005476	0.44967145	0.13148417
0.96483517	0.45097584	0.13001588
0.9678892	0.4514976	0.131153
0.96547526	0.45543134	0.13232733
0.96152115	0.45243305	0.1253619
0.96546745	0.4538368	0.13096064
0.9654881	0.44833735	0.1335962
0.96546	0.45486444	0.13213646
0.96544373	0.45299172	0.13284348
0.9654234	0.46129584	0.13507
0.9650933	0.4572967	0.13358769
0.9652298	0.45852342	0.13244249
0.9655789	0.46024197	0.13542333
0.9653984	0.45589212	0.13415825
0.96503925	0.45341805	0.1341252
0.9652844	0.45430157	0.13271344
0.96546924	0.449359	0.13264172
0.965542	0.45354015	0.13269717
0.96540207	0.4506316	0.1350618
0.9654233	0.450222	0.13404639
0.9655231	0.4437634	0.13335101
0.965362	0.45208648	0.13451126
0.9657168	0.44946	0.1343251
0.96607995	0.4467818	0.1334164
0.9588803	0.445181	0.13283572
0.96303064	0.4495746	0.13426836
0.96306247	0.448425	0.13393815
0.9662079	0.4480666	0.1320282
0.9655295	0.44995537	0.13521263
0.96517664	0.44249994	0.13360679
0.96517885	0.4448309	0.13488027
0.9650032	0.43784568	0.13452294
0.9624866	0.45033365	0.13368589
0.96636796	0.44882658	0.13616693
0.96701527	0.45260268	0.13649957
0.9669924	0.44974697	0.13197704
0.952245	0.4481503	0.13507207
0.7737936	0.4540565	0.20384261
0.45069358	0.13432144	0.12825103
0.45381233	0.12425747	0.12275754
0.4588514	0.119661696	0.11639744
0.46335334	0.11830967	0.11416951
0.47046193	0.11917207	0.119077794
0.46009782	0.1229535	0.12118617
0.47010723	0.12237931	0.12106895
0.46200153	0.124269195	0.12222495
0.4563408	0.1205575	0.11687004
0.45353046	0.1231898	0.12170648
0.46153554	0.12135844	0.1208214
0.4642606	0.12378176	0.1200178
0.45956352	0.12634139	0.12406521
0.4605264	0.12079423	0.11718058
0.4579789	0.12396716	0.11975373
0.45616877	0.1250753	0.12177879
0.45731515	0.12544897	0.119309574
0.46035355	0.12625952	0.120803446
0.4616992	0.1270327	0.12232225
0.4606206	0.12599844	0.106923506
0.4609298	0.124934636	0.12000211
0.8483135	0.460738	0.15460777
0.95717067	0.46137926	0.13377887
0.9641519	0.45689937	0.13384402
0.9634326	0.45880663	0.13644174
0.96500313	0.45498872	0.13679291
0.9649289	0.45258638	0.13700484
0.9647843	0.4515028	0.1369853
0.9651407	0.44844443	0.13731663
0.9643428	0.45097712	0.14068425
0.9648216	0.45033175	0.13941574
0.96507937	0.43931264	0.13730186
0.9648483	0.44242123	0.14033616
0.9650345	0.4433295	0.14085901
0.9649538	0.43812785	0.14140506
0.96514463	0.44340622	0.14022547
0.9653244	0.44203755	0.14061186
0.9652182	0.44466674	0.138746
0.9860009	0.964525	0.45019284
0.96262026	0.9382363	0.4765718
0.945978	0.9404472	0.50622743
0.9822532	0.95578265	0.4381614
0.96929693	0.9559956	0.405313
0.97166914	0.96335196	0.41441402
0.9716435	0.9646205	0.4016901
0.97030795	0.96526945	0.40601796
0.97092044	0.9620183	0.41092166
0.9721597	0.9625694	0.42860132
0.96894383	0.9581792	0.48899925
0.9601583	0.93271583	0.49435997
0.98638165	0.96165675	0.42635906
0.9624392	0.42804518	0.16347158
0.96591514	0.4413164	0.15396489
0.9664822	0.43808463	0.1457547
0.9662882	0.34074342	0.14859492
0.96669817	0.14676107	0.1158791
0.9665905	0.14540552	0.12082669
0.9665343	0.14790462	0.121440195
0.9665997	0.1470162	0.12093209
0.966459	0.14452414	0.1197178
0.96649605	0.40694645	0.14451176
0.96640617	0.4389233	0.1449978
0.9665672	0.4400037	0.14476626
0.96657944	0.43823925	0.14273341
0.9668948	0.37900302	0.14606202
0.97171277	0.96737283	0.41280106
0.9658047	0.94240624	0.47333437
0.9650999	0.90742445	0.53288734
0.9764017	0.96606964	0.46600932
0.97875595	0.96612704	0.43588313
0.97341746	0.96475124	0.42880347
0.97566354	0.96596223	0.42329496
0.9848517	0.9663747	0.4443898
0.9857546	0.96518975	0.4427651
0.98571455	0.96553785	0.4395379
0.9849959	0.9648979	0.44757015
0.98518026	0.96529615	0.44143796
0.9850122	0.96545887	0.43347472
0.9851128	0.9643439	0.43736523
0.9851716	0.96448046	0.4458166
0.98533934	0.9646844	0.44142234
0.985241	0.9650169	0.43848896
0.9852545	0.9640149	0.43125317
0.98543817	0.965376	0.43199566
0.9849241	0.9649065	0.4356157
0.98561317	0.9654219	0.43829444
0.9846535	0.9664018	0.44198015
0.9849408	0.9665741	0.43460518
0.985012	0.9652981	0.44093633
0.9849675	0.9652794	0.43380824
0.9853042	0.9653516	0.4291018
0.98573107	0.9653755	0.44053894
0.98501486	0.9651832	0.43400735
0.9843719	0.9653265	0.43651095
0.9848733	0.96537626	0.44424278
0.98495895	0.96524286	0.43904507
0.98483735	0.9652282	0.44177353
0.9845332	0.9652596	0.43613145
0.98519325	0.9651654	0.44337118
0.98441136	0.962768	0.44465426
0.9849086	0.96288264	0.44259885
0.9850876	0.96339476	0.44434047
0.98513246	0.9608234	0.4420667
0.98485184	0.962796	0.43730447
0.98475575	0.9555278	0.44440392
0.98490655	0.9562839	0.43913904
0.9848743	0.95404106	0.44933754
0.98383707	0.8512934	0.43518645
0.98578775	0.65091276	0.43132663
0.9853857	0.4149647	0.1674171
0.9857344	0.41027117	0.16907418
0.98585266	0.4153684	0.16696712
0.9853692	0.40769342	0.1615707
0.9855694	0.4076355	0.16486508
0.98600376	0.40936318	0.16846415
0.9855705	0.42399713	0.1652463
0.9852027	0.41498777	0.16196008
0.9854136	0.4026859	0.16568139
0.9850781	0.41918465	0.16363174
0.98442626	0.40904626	0.16403942
0.98470527	0.40601048	0.15940431
0.9858644	0.41577908	0.16619882
0.9857981	0.40817147	0.16237582
0.9850169	0.40424615	0.16088861
0.9854802	0.41347358	0.16392055
0.98536927	0.40288633	0.16610385
0.9853236	0.41032538	0.16160059
0.9854714	0.41203645	0.16246407
0.985354	0.16618	0.15716502
0.98519796	0.16232988	0.12457902
0.9793121	0.15899351	0.13218123
0.9719676	0.14135818	0.14059785
0.9466584	0.14602631	0.1421216
0.95298916	0.124380834	0.11914123
0.9851191	0.15330039	0.139981
0.1143748	0.08106996	0.0780321
0.10743375	0.083744265	0.08204323
0.109023765	0.080895826	0.07744979
0.11366454	0.084363416	0.08122176
0.43946552	0.39480495	0.11774411
0.9459866	0.5138369	0.1270219
0.8902657	0.5074646	0.115678385
0.96999717	0.17624907	0.12204771
